row_id,timestamp,consensus,node_count,network_latency_ms,tx_throughput_tps,energy_joules_per_min,security_risk_score,vehicle_count,vehicle_count_variability,fault_tolerance_requirement,notes
929,2025-10-23T10:15:18.854419,PBFT,5,75.76,154.41,79491.52,0.1486,235,3.07,0.7554,
930,2025-10-23T10:15:18.854419,HotStuff,11,73.64,1350.17,694802.88,0.1198,235,3.07,0.7494,
931,2025-10-23T10:16:18.854419,PoW,14,488.48,1.0,9530.79,0.1258,212,5.97,0.4272,
932,2025-10-23T10:16:18.854419,PoS,14,159.4,942.48,376136.68,0.1716,212,5.97,0.4109,
933,2025-10-23T10:16:18.854419,Raft,22,97.95,1646.97,640445.06,0.1619,212,5.97,0.5894,
934,2025-10-23T10:16:18.854419,PBFT,6,151.44,93.02,63783.71,0.2197,212,5.97,0.7976,
935,2025-10-23T10:16:18.854419,HotStuff,10,45.99,1.0,608.21,0.1377,212,5.97,0.7646,
936,2025-10-23T10:17:18.854419,PoW,14,265.26,1.0,14671.76,0.1389,178,12.83,0.3944,
937,2025-10-23T10:17:18.854419,PoS,14,145.14,866.42,289768.1,0.2531,178,12.83,0.4896,
938,2025-10-23T10:17:18.854419,Raft,22,197.86,5030.61,1835512.64,0.191,178,12.83,0.6009,
939,2025-10-23T10:17:18.854419,PBFT,6,77.47,621.73,424736.43,0.266,178,12.83,0.7423,
940,2025-10-23T10:17:18.854419,HotStuff,11,104.16,795.62,248998.06,0.1462,178,12.83,0.7385,
941,2025-10-23T10:18:18.854419,PoW,14,260.39,1.0,10036.78,0.1051,248,1.81,0.4097,
942,2025-10-23T10:18:18.854419,PoS,14,194.45,775.27,355447.65,0.1302,248,1.81,0.4395,
943,2025-10-23T10:18:18.854419,Raft,22,86.42,98.77,35688.9,0.1407,248,1.81,0.6152,
944,2025-10-23T10:18:18.854419,PBFT,5,98.54,5.4,2937.79,0.1607,248,1.81,0.7281,
945,2025-10-23T10:18:18.854419,HotStuff,11,126.76,168.04,78140.18,0.0571,248,1.81,0.7851,
946,2025-10-23T10:19:18.854419,PoW,14,167.65,1.0,10286.02,0.1229,253,4.27,0.4336,
947,2025-10-23T10:19:18.854419,PoS,14,255.02,1.0,345.64,0.1812,253,4.27,0.4869,
948,2025-10-23T10:19:18.854419,Raft,21,117.63,680.73,265515.62,0.1186,253,4.27,0.6009,
949,2025-10-23T10:19:18.854419,PBFT,4,123.84,407.02,250168.53,0.2061,253,4.27,0.7853,
950,2025-10-23T10:19:18.854419,HotStuff,10,51.51,606.65,224252.38,0.1196,253,4.27,0.7222,
951,2025-10-23T10:20:18.854419,PoW,13,452.11,35.46,359842.84,0.1323,180,7.56,0.4173,
952,2025-10-23T10:20:18.854419,PoS,14,257.36,1288.84,535305.28,0.187,180,7.56,0.4154,
953,2025-10-23T10:20:18.854419,Raft,21,176.93,462.76,185156.03,0.1861,180,7.56,0.6032,
954,2025-10-23T10:20:18.854419,PBFT,4,175.77,6.05,3595.56,0.1982,180,7.56,0.7544,
955,2025-10-23T10:20:18.854419,HotStuff,9,75.76,1.0,663.33,0.0977,180,7.56,0.724,
956,2025-10-23T10:21:18.854419,PoW,13,5.0,1.0,6794.53,0.1672,153,14.26,0.4408,
957,2025-10-23T10:21:18.854419,PoS,13,264.24,45.81,11214.37,0.2324,153,14.26,0.4854,
958,2025-10-23T10:21:18.854419,Raft,22,85.62,1.0,501.25,0.2015,153,14.26,0.5769,
959,2025-10-23T10:21:18.854419,PBFT,4,73.47,1.0,539.88,0.2433,153,14.26,0.7729,
960,2025-10-23T10:21:18.854419,HotStuff,9,75.27,678.3,299320.01,0.1653,153,14.26,0.7701,
961,2025-10-23T10:22:18.854419,PoW,13,626.01,17.29,216724.22,0.0706,181,1.35,0.3715,
962,2025-10-23T10:22:18.854419,PoS,13,56.49,225.26,106881.53,0.1169,181,1.35,0.434,
963,2025-10-23T10:22:18.854419,Raft,23,85.87,1.0,251.24,0.1196,181,1.35,0.5617,
964,2025-10-23T10:22:18.854419,PBFT,4,98.13,70.83,51782.25,0.1739,181,1.35,0.7716,
965,2025-10-23T10:22:18.854419,HotStuff,9,95.26,1.0,326.36,0.0738,181,1.35,0.6887,
966,2025-10-23T10:23:18.854419,PoW,13,623.04,1.0,5827.79,0.1444,207,12.28,0.4115,
967,2025-10-23T10:23:18.854419,PoS,13,123.1,107.14,47660.93,0.2266,207,12.28,0.4491,
968,2025-10-23T10:23:18.854419,Raft,23,95.82,2048.65,827261.74,0.1928,207,12.28,0.6109,
969,2025-10-23T10:23:18.854419,PBFT,4,194.71,1.0,543.28,0.2059,207,12.28,0.7701,
970,2025-10-23T10:23:18.854419,HotStuff,9,46.37,1.0,522.01,0.1908,207,12.28,0.8019,
971,2025-10-23T10:24:18.854419,PoW,13,520.19,1.0,11486.51,0.1356,216,8.38,0.3932,
972,2025-10-23T10:24:18.854419,PoS,15,214.48,177.8,86790.45,0.1517,216,8.38,0.4886,
973,2025-10-23T10:24:18.854419,Raft,23,178.42,1.0,404.36,0.1723,216,8.38,0.5792,
974,2025-10-23T10:24:18.854419,PBFT,4,141.0,617.17,404018.55,0.1422,216,8.38,0.7518,
975,2025-10-23T10:24:18.854419,HotStuff,9,80.29,472.78,236529.2,0.1622,216,8.38,0.7808,
976,2025-10-23T10:25:18.854419,PoW,13,447.9,28.61,376532.48,0.156,226,6.15,0.4236,
977,2025-10-23T10:25:18.854419,PoS,14,5.0,1.0,364.83,0.1814,226,6.15,0.4084,
978,2025-10-23T10:25:18.854419,Raft,24,62.48,1839.45,603808.4,0.1391,226,6.15,0.5917,
979,2025-10-23T10:25:18.854419,PBFT,5,248.78,29.22,14734.78,0.2001,226,6.15,0.7742,
980,2025-10-23T10:25:18.854419,HotStuff,9,111.4,1.0,428.55,0.1324,226,6.15,0.7179,
981,2025-10-23T10:26:18.854419,PoW,14,614.68,75.43,946573.43,0.1384,146,8.68,0.4005,
982,2025-10-23T10:26:18.854419,PoS,14,182.5,1.0,399.55,0.257,146,8.68,0.4598,
983,2025-10-23T10:26:18.854419,Raft,24,72.9,1.0,475.51,0.1919,146,8.68,0.5914,
984,2025-10-23T10:26:18.854419,PBFT,5,139.31,1.0,600.39,0.1652,146,8.68,0.7348,
985,2025-10-23T10:26:18.854419,HotStuff,10,99.61,1.0,330.42,0.1414,146,8.68,0.7338,
986,2025-10-23T10:27:18.854419,PoW,14,839.9,1.0,10685.38,0.1273,174,5.67,0.3441,
987,2025-10-23T10:27:18.854419,PoS,14,131.12,349.53,106349.21,0.1636,174,5.67,0.4681,
988,2025-10-23T10:27:18.854419,Raft,24,155.69,2275.02,1341557.26,0.1416,174,5.67,0.5979,
989,2025-10-23T10:27:18.854419,PBFT,4,238.12,1.0,717.92,0.1569,174,5.67,0.7801,
990,2025-10-23T10:27:18.854419,HotStuff,10,51.32,1.0,430.72,0.145,174,5.67,0.7637,
991,2025-10-23T10:28:18.854419,PoW,14,332.59,1.0,15831.01,0.164,202,12.61,0.4528,
992,2025-10-23T10:28:18.854419,PoS,14,173.87,293.24,125920.48,0.2239,202,12.61,0.4618,
993,2025-10-23T10:28:18.854419,Raft,24,148.81,1.0,423.55,0.2026,202,12.61,0.6009,
994,2025-10-23T10:28:18.854419,PBFT,3,292.32,1.0,558.94,0.2526,202,12.61,0.8018,
995,2025-10-23T10:28:18.854419,HotStuff,11,15.16,1355.79,963956.42,0.1803,202,12.61,0.7467,
996,2025-10-23T10:29:18.854419,PoW,14,565.84,1.0,12421.52,0.1462,191,8.89,0.4197,
997,2025-10-23T10:29:18.854419,PoS,14,287.53,7.86,2731.32,0.1874,191,8.89,0.4303,
998,2025-10-23T10:29:18.854419,Raft,24,37.07,2181.28,951444.58,0.173,191,8.89,0.615,
999,2025-10-23T10:29:18.854419,PBFT,3,141.41,532.69,252437.16,0.219,191,8.89,0.7616,
1000,2025-10-23T10:29:18.854419,HotStuff,11,145.69,1.0,548.02,0.1659,191,8.89,0.7572,
1001,2025-10-23T10:30:18.854419,PoW,15,583.8,107.33,1379792.33,0.1865,215,17.47,0.4281,
1002,2025-10-23T10:30:18.854419,PoS,14,188.69,1.0,372.15,0.2585,215,17.47,0.4624,
1003,2025-10-23T10:30:18.854419,Raft,24,75.44,1203.66,415425.13,0.2521,215,17.47,0.618,
1004,2025-10-23T10:30:18.854419,PBFT,4,203.76,1.0,527.68,0.2671,215,17.47,0.7979,
1005,2025-10-23T10:30:18.854419,HotStuff,12,76.74,807.56,390281.95,0.2032,215,17.47,0.8019,
1006,2025-10-23T10:31:18.854419,PoW,15,501.58,83.9,766125.99,0.182,200,19.67,0.4337,
1007,2025-10-23T10:31:18.854419,PoS,14,124.84,1.0,494.86,0.2601,200,19.67,0.4898,
1008,2025-10-23T10:31:18.854419,Raft,24,50.11,1402.4,673320.27,0.2695,200,19.67,0.6489,
1009,2025-10-23T10:31:18.854419,PBFT,3,71.81,82.6,40965.23,0.3069,200,19.67,0.7805,
1010,2025-10-23T10:31:18.854419,HotStuff,13,81.35,4576.67,2044220.83,0.2714,200,19.67,0.7649,
1011,2025-10-23T10:32:18.854419,PoW,14,542.7,58.5,695037.64,0.1517,267,11.36,0.4178,
1012,2025-10-23T10:32:18.854419,PoS,13,133.56,628.16,175597.06,0.261,267,11.36,0.4627,
1013,2025-10-23T10:32:18.854419,Raft,24,183.46,1.0,466.37,0.1789,267,11.36,0.6189,
1014,2025-10-23T10:32:18.854419,PBFT,3,166.09,149.29,82158.79,0.2123,267,11.36,0.8029,
1015,2025-10-23T10:32:18.854419,HotStuff,14,77.54,69.58,28284.97,0.1387,267,11.36,0.7439,
1016,2025-10-23T10:33:18.854419,PoW,13,596.3,1.0,12172.93,0.1177,198,3.18,0.4191,
1017,2025-10-23T10:33:18.854419,PoS,13,235.0,440.21,146832.92,0.1317,198,3.18,0.4189,
1018,2025-10-23T10:33:18.854419,Raft,23,121.59,768.58,281431.96,0.0988,198,3.18,0.5544,
1019,2025-10-23T10:33:18.854419,PBFT,3,181.33,319.9,205146.0,0.1635,198,3.18,0.7719,
1020,2025-10-23T10:33:18.854419,HotStuff,14,81.34,2508.41,631396.57,0.133,198,3.18,0.7601,
1021,2025-10-23T10:34:18.854419,PoW,13,350.83,58.79,589446.02,0.2583,221,25.83,0.432,
1022,2025-10-23T10:34:18.854419,PoS,12,48.1,357.43,98721.88,0.3214,221,25.83,0.4917,
1023,2025-10-23T10:34:18.854419,Raft,23,154.98,1.0,452.3,0.3454,221,25.83,0.6505,
1024,2025-10-23T10:34:18.854419,PBFT,3,145.29,1.0,498.58,0.339,221,25.83,0.7907,
1025,2025-10-23T10:34:18.854419,HotStuff,14,220.33,1738.63,688371.93,0.2342,221,25.83,0.7691,
1026,2025-10-23T10:35:18.854419,PoW,13,479.21,16.67,123604.83,0.1473,194,8.73,0.4447,
1027,2025-10-23T10:35:18.854419,PoS,11,130.16,70.02,32395.88,0.183,194,8.73,0.4529,
1028,2025-10-23T10:35:18.854419,Raft,24,121.8,1.0,585.69,0.1476,194,8.73,0.5597,
1029,2025-10-23T10:35:18.854419,PBFT,3,213.77,190.94,128632.85,0.2327,194,8.73,0.7723,
1030,2025-10-23T10:35:18.854419,HotStuff,14,84.62,1.0,472.02,0.1311,194,8.73,0.7594,
1031,2025-10-23T10:36:18.854419,PoW,13,564.36,1.0,10239.08,0.1284,224,2.07,0.3853,
1032,2025-10-23T10:36:18.854419,PoS,11,232.88,40.51,11622.33,0.1442,224,2.07,0.444,
1033,2025-10-23T10:36:18.854419,Raft,24,165.89,498.9,209129.39,0.1207,224,2.07,0.5899,
1034,2025-10-23T10:36:18.854419,PBFT,3,163.57,1.0,460.24,0.174,224,2.07,0.7635,
1035,2025-10-23T10:36:18.854419,HotStuff,14,55.3,4913.29,2724976.46,0.1113,224,2.07,0.7458,
1036,2025-10-23T10:37:18.854419,PoW,14,817.78,7.14,92210.73,0.1438,206,13.59,0.4271,
1037,2025-10-23T10:37:18.854419,PoS,11,273.46,306.49,138159.73,0.2264,206,13.59,0.4401,
1038,2025-10-23T10:37:18.854419,Raft,25,52.83,2863.67,1385486.36,0.2192,206,13.59,0.5909,
1039,2025-10-23T10:37:18.854419,PBFT,3,134.14,167.34,91823.08,0.3118,206,13.59,0.8129,
1040,2025-10-23T10:37:18.854419,HotStuff,13,106.69,1.0,432.67,0.1589,206,13.59,0.7461,
1041,2025-10-23T10:38:18.854419,PoW,13,662.72,1.0,10988.68,0.1348,213,3.59,0.3992,
1042,2025-10-23T10:38:18.854419,PoS,11,161.22,1.0,463.56,0.1611,213,3.59,0.4234,
1043,2025-10-23T10:38:18.854419,Raft,24,88.77,1.0,480.92,0.1481,213,3.59,0.5611,
1044,2025-10-23T10:38:18.854419,PBFT,3,85.56,76.63,51783.42,0.1698,213,3.59,0.7691,
1045,2025-10-23T10:38:18.854419,HotStuff,12,87.0,1.0,539.29,0.1063,213,3.59,0.7673,
1046,2025-10-23T10:39:18.854419,PoW,14,370.2,118.42,940726.41,0.1019,242,2.57,0.403,
1047,2025-10-23T10:39:18.854419,PoS,11,205.12,1.0,374.11,0.1174,242,2.57,0.3873,
1048,2025-10-23T10:39:18.854419,Raft,24,92.07,3093.61,993680.23,0.1305,242,2.57,0.6003,
1049,2025-10-23T10:39:18.854419,PBFT,3,161.18,1.0,658.06,0.1635,242,2.57,0.7641,
1050,2025-10-23T10:39:18.854419,HotStuff,12,100.17,1075.51,476923.02,0.1143,242,2.57,0.758,
1051,2025-10-23T10:40:18.854419,PoW,14,505.81,81.19,671512.02,0.2263,219,20.14,0.4168,
1052,2025-10-23T10:40:18.854419,PoS,12,147.72,1.0,443.16,0.2702,219,20.14,0.4379,
1053,2025-10-23T10:40:18.854419,Raft,25,172.06,1.0,411.38,0.2698,219,20.14,0.6099,
1054,2025-10-23T10:40:18.854419,PBFT,3,133.05,1.0,695.12,0.2678,219,20.14,0.7441,
1055,2025-10-23T10:40:18.854419,HotStuff,11,72.1,855.92,220897.25,0.2442,219,20.14,0.7898,
1056,2025-10-23T10:41:18.854419,PoW,14,548.7,37.13,342941.61,0.27,194,24.86,0.4514,
1057,2025-10-23T10:41:18.854419,PoS,12,68.14,537.03,177991.59,0.3302,194,24.86,0.4649,
1058,2025-10-23T10:41:18.854419,Raft,25,10.68,2539.94,1486166.45,0.3056,194,24.86,0.6279,
1059,2025-10-23T10:41:18.854419,PBFT,4,149.69,9.33,4398.86,0.3164,194,24.86,0.8346,
1060,2025-10-23T10:41:18.854419,HotStuff,11,108.86,1.0,449.9,0.2559,194,24.86,0.7888,
1061,2025-10-23T10:42:18.854419,PoW,15,579.84,64.28,522429.25,0.1507,194,11.48,0.4196,
1062,2025-10-23T10:42:18.854419,PoS,12,168.79,1227.47,334323.15,0.2455,194,11.48,0.4603,
1063,2025-10-23T10:42:18.854419,Raft,25,57.91,1.0,310.91,0.1718,194,11.48,0.5929,
1064,2025-10-23T10:42:18.854419,PBFT,4,135.42,101.12,66120.47,0.2121,194,11.48,0.8072,
1065,2025-10-23T10:42:18.854419,HotStuff,10,98.32,3035.28,1331076.54,0.154,194,11.48,0.7521,
1066,2025-10-23T10:43:18.854419,PoW,15,539.17,36.44,298756.33,0.0869,201,2.77,0.4173,
1067,2025-10-23T10:43:18.854419,PoS,11,99.37,777.84,317326.19,0.1473,201,2.77,0.4198,
1068,2025-10-23T10:43:18.854419,Raft,25,117.63,1.0,525.42,0.1144,201,2.77,0.6041,node_join
1069,2025-10-23T10:43:18.854419,PBFT,3,123.86,301.21,181300.77,0.1747,201,2.77,0.7481,
1070,2025-10-23T10:43:18.854419,HotStuff,10,82.3,293.2,139347.01,0.0937,201,2.77,0.726,
1071,2025-10-23T10:44:18.854419,PoW,15,769.48,5.3,56164.89,0.1411,253,6.67,0.4547,
1072,2025-10-23T10:44:18.854419,PoS,12,147.19,728.26,263059.3,0.1703,253,6.67,0.4186,
1073,2025-10-23T10:44:18.854419,Raft,25,108.73,1270.71,516987.73,0.103,253,6.67,0.5845,
1074,2025-10-23T10:44:18.854419,PBFT,3,134.66,1.0,590.8,0.1972,253,6.67,0.8019,
1075,2025-10-23T10:44:18.854419,HotStuff,10,49.4,560.69,243497.06,0.1418,253,6.67,0.7496,
1076,2025-10-23T10:45:18.854419,PoW,16,566.36,18.61,224763.3,0.1118,207,3.59,0.4048,
1077,2025-10-23T10:45:18.854419,PoS,11,183.99,395.16,123621.52,0.1743,207,3.59,0.4325,
1078,2025-10-23T10:45:18.854419,Raft,25,106.17,1343.64,550496.78,0.0939,207,3.59,0.5558,
1079,2025-10-23T10:45:18.854419,PBFT,3,138.81,1.0,570.64,0.1768,207,3.59,0.7387,
1080,2025-10-23T10:45:18.854419,HotStuff,10,96.33,1.0,610.18,0.1303,207,3.59,0.7401,
1081,2025-10-23T10:46:18.854419,PoW,15,803.43,1.0,7187.0,0.231,159,22.35,0.4632,
1082,2025-10-23T10:46:18.854419,PoS,12,164.12,1017.05,645234.21,0.2962,159,22.35,0.4491,
1083,2025-10-23T10:46:18.854419,Raft,25,128.19,1.0,530.5,0.2536,159,22.35,0.5833,
1084,2025-10-23T10:46:18.854419,PBFT,3,145.02,1.0,712.03,0.299,159,22.35,0.7746,
1085,2025-10-23T10:46:18.854419,HotStuff,9,108.69,2823.22,1740437.74,0.2756,159,22.35,0.778,
1086,2025-10-23T10:47:18.854419,PoW,15,748.6,11.19,58811.19,0.1827,207,13.66,0.4265,
1087,2025-10-23T10:47:18.854419,PoS,12,210.77,522.78,244518.92,0.2537,207,13.66,0.4978,
1088,2025-10-23T10:47:18.854419,Raft,25,118.38,1.0,445.77,0.1971,207,13.66,0.6165,
1089,2025-10-23T10:47:18.854419,PBFT,4,156.68,165.26,80119.92,0.2444,207,13.66,0.7651,
1090,2025-10-23T10:47:18.854419,HotStuff,9,62.36,1503.72,810304.74,0.1837,207,13.66,0.7573,
1091,2025-10-23T10:48:18.854419,PoW,15,722.6,1.0,12995.05,0.1509,216,8.61,0.4172,
1092,2025-10-23T10:48:18.854419,PoS,11,88.9,402.88,119178.8,0.2015,216,8.61,0.4206,
1093,2025-10-23T10:48:18.854419,Raft,26,152.39,2946.58,998371.3,0.1669,216,8.61,0.5855,
1094,2025-10-23T10:48:18.854419,PBFT,6,163.13,56.02,27684.89,0.2071,216,8.61,0.7975,
1095,2025-10-23T10:48:18.854419,HotStuff,8,22.19,1410.14,404061.13,0.1801,216,8.61,0.7955,
1096,2025-10-23T10:49:18.854419,PoW,15,709.79,1.0,7072.36,0.1404,132,6.87,0.3617,
1097,2025-10-23T10:49:18.854419,PoS,11,181.88,1.0,489.45,0.1626,132,6.87,0.4392,
1098,2025-10-23T10:49:18.854419,Raft,26,157.03,1.0,452.02,0.1738,132,6.87,0.5479,
1099,2025-10-23T10:49:18.854419,PBFT,7,70.12,1.0,490.63,0.1939,132,6.87,0.7576,
1100,2025-10-23T10:49:18.854419,HotStuff,8,72.04,2012.53,801162.71,0.1218,132,6.87,0.7087,
1101,2025-10-23T10:50:18.854419,PoW,14,460.8,1.0,10188.6,0.1031,230,1.0,0.3734,
1102,2025-10-23T10:50:18.854419,PoS,12,146.63,1.0,390.49,0.1113,230,1.0,0.3975,
1103,2025-10-23T10:50:18.854419,Raft,26,227.19,1.0,455.69,0.0893,230,1.0,0.5863,
1104,2025-10-23T10:50:18.854419,PBFT,7,147.02,796.3,716435.78,0.128,230,1.0,0.7651,
1105,2025-10-23T10:50:18.854419,HotStuff,8,33.12,1.0,364.31,0.1148,230,1.0,0.7526,
1106,2025-10-23T10:51:18.854419,PoW,14,464.35,55.46,613121.83,0.1357,181,10.53,0.4136,
1107,2025-10-23T10:51:18.854419,PoS,12,86.1,1394.42,433747.86,0.2068,181,10.53,0.417,
1108,2025-10-23T10:51:18.854419,Raft,26,132.97,1518.9,843876.58,0.2008,181,10.53,0.6039,
1109,2025-10-23T10:51:18.854419,PBFT,7,203.08,770.77,592830.83,0.2217,181,10.53,0.732,
1110,2025-10-23T10:51:18.854419,HotStuff,9,55.94,1.0,374.2,0.1674,181,10.53,0.7241,
1111,2025-10-23T10:52:18.854419,PoW,14,343.99,43.98,565199.3,0.1007,163,5.43,0.4103,
1112,2025-10-23T10:52:18.854419,PoS,12,196.48,1007.5,395044.1,0.1447,163,5.43,0.4176,
1113,2025-10-23T10:52:18.854419,Raft,27,173.02,702.76,351610.32,0.1556,163,5.43,0.5726,
1114,2025-10-23T10:52:18.854419,PBFT,6,193.44,1.0,452.33,0.1966,163,5.43,0.7665,
1115,2025-10-23T10:52:18.854419,HotStuff,9,63.9,2903.71,1245111.45,0.1479,163,5.43,0.7169,
1116,2025-10-23T10:53:18.854419,PoW,15,638.53,1.0,9556.74,0.2017,197,20.03,0.4094,
1117,2025-10-23T10:53:18.854419,PoS,12,66.34,1.0,355.52,0.2551,197,20.03,0.4358,
1118,2025-10-23T10:53:18.854419,Raft,26,79.96,1.0,553.03,0.2579,197,20.03,0.647,
1119,2025-10-23T10:53:18.854419,PBFT,6,156.73,182.06,123652.95,0.2896,197,20.03,0.7991,
1120,2025-10-23T10:53:18.854419,HotStuff,10,105.79,1.0,568.96,0.215,197,20.03,0.7654,
1121,2025-10-23T10:54:18.854419,PoW,14,449.03,64.5,464864.92,0.2496,195,20.34,0.4516,
1122,2025-10-23T10:54:18.854419,PoS,12,177.13,405.74,168541.95,0.3001,195,20.34,0.4695,
1123,2025-10-23T10:54:18.854419,Raft,26,59.17,1.0,472.41,0.2571,195,20.34,0.6034,
1124,2025-10-23T10:54:18.854419,PBFT,5,251.4,123.31,85526.65,0.2675,195,20.34,0.7742,
1125,2025-10-23T10:54:18.854419,HotStuff,10,42.27,2696.79,945050.5,0.2328,195,20.34,0.7936,
1126,2025-10-23T10:55:18.854419,PoW,14,370.54,86.83,1036173.33,0.1357,201,6.24,0.4069,
1127,2025-10-23T10:55:18.854419,PoS,12,195.84,175.01,67834.3,0.1986,201,6.24,0.4026,
1128,2025-10-23T10:55:18.854419,Raft,26,77.15,1585.24,431609.8,0.1074,201,6.24,0.573,
1129,2025-10-23T10:55:18.854419,PBFT,5,199.01,143.51,93735.95,0.1617,201,6.24,0.7542,
1130,2025-10-23T10:55:18.854419,HotStuff,10,33.54,193.96,78457.65,0.1369,201,6.24,0.7504,
1131,2025-10-23T10:56:18.854419,PoW,14,307.9,143.42,1692395.84,0.1096,193,5.89,0.4279,
1132,2025-10-23T10:56:18.854419,PoS,12,173.05,1368.79,549639.56,0.159,193,5.89,0.4429,
1133,2025-10-23T10:56:18.854419,Raft,27,5.0,2716.2,1119050.39,0.1841,193,5.89,0.6176,
1134,2025-10-23T10:56:18.854419,PBFT,5,146.74,485.31,405146.0,0.1686,193,5.89,0.7328,
1135,2025-10-23T10:56:18.854419,HotStuff,10,37.1,765.62,432476.02,0.1013,193,5.89,0.727,
1136,2025-10-23T10:57:18.854419,PoW,14,358.29,1.0,10450.51,0.1366,231,7.02,0.4058,
1137,2025-10-23T10:57:18.854419,PoS,12,259.91,596.41,169507.14,0.1833,231,7.02,0.4426,
1138,2025-10-23T10:57:18.854419,Raft,27,134.09,1.0,340.64,0.1446,231,7.02,0.5829,
1139,2025-10-23T10:57:18.854419,PBFT,5,140.1,316.32,212436.87,0.1764,231,7.02,0.7695,
1140,2025-10-23T10:57:18.854419,HotStuff,9,162.16,1.0,299.01,0.1465,231,7.02,0.7432,
1141,2025-10-23T10:58:18.854419,PoW,14,285.85,150.72,1097392.3,0.174,158,11.3,0.3823,
1142,2025-10-23T10:58:18.854419,PoS,12,197.73,1.0,445.67,0.2354,158,11.3,0.465,
1143,2025-10-23T10:58:18.854419,Raft,28,110.44,1.0,488.75,0.1464,158,11.3,0.6009,
1144,2025-10-23T10:58:18.854419,PBFT,4,158.91,369.63,133033.49,0.2018,158,11.3,0.7621,
1145,2025-10-23T10:58:18.854419,HotStuff,9,86.67,1.0,399.22,0.1907,158,11.3,0.7354,
1146,2025-10-23T10:59:18.854419,PoW,15,545.33,35.68,268754.98,0.1453,237,9.72,0.469,
1147,2025-10-23T10:59:18.854419,PoS,11,143.23,1344.04,451036.84,0.1964,237,9.72,0.4182,
1148,2025-10-23T10:59:18.854419,Raft,27,123.41,1.0,311.74,0.183,237,9.72,0.6036,
1149,2025-10-23T10:59:18.854419,PBFT,4,145.98,245.46,156888.2,0.2402,237,9.72,0.793,
1150,2025-10-23T10:59:18.854419,HotStuff,8,99.85,1061.21,421290.45,0.1841,237,9.72,0.7753,
1151,2025-10-23T11:00:18.854419,PoW,15,420.97,1.0,10000.03,0.0857,177,4.22,0.3965,
1152,2025-10-23T11:00:18.854419,PoS,11,179.43,1.0,475.53,0.1332,177,4.22,0.4472,
1153,2025-10-23T11:00:18.854419,Raft,27,121.14,1.0,494.07,0.1182,177,4.22,0.5907,
1154,2025-10-23T11:00:18.854419,PBFT,5,24.64,121.18,78933.55,0.2244,177,4.22,0.7582,
1155,2025-10-23T11:00:18.854419,HotStuff,7,54.5,570.96,251618.19,0.1129,177,4.22,0.7482,
1156,2025-10-23T11:01:18.854419,PoW,16,574.99,155.61,1126314.15,0.0604,196,1.0,0.4009,
1157,2025-10-23T11:01:18.854419,PoS,12,95.9,527.07,197202.9,0.1399,196,1.0,0.4089,
1158,2025-10-23T11:01:18.854419,Raft,27,97.92,879.06,327660.17,0.108,196,1.0,0.5441,
1159,2025-10-23T11:01:18.854419,PBFT,6,143.97,1.0,690.75,0.1752,196,1.0,0.7489,
1160,2025-10-23T11:01:18.854419,HotStuff,8,85.44,1786.62,556053.77,0.0654,196,1.0,0.7326,
1161,2025-10-23T11:02:18.854419,PoW,16,462.81,1.0,9895.55,0.1229,196,9.76,0.4128,
1162,2025-10-23T11:02:18.854419,PoS,12,157.51,672.85,243789.08,0.1697,196,9.76,0.413,
1163,2025-10-23T11:02:18.854419,Raft,28,124.46,972.0,520361.07,0.1922,196,9.76,0.5614,
1164,2025-10-23T11:02:18.854419,PBFT,6,5.0,1.0,693.37,0.2261,196,9.76,0.7704,
1165,2025-10-23T11:02:18.854419,HotStuff,8,109.73,1.0,325.99,0.1303,196,9.76,0.7524,
1166,2025-10-23T11:03:18.854419,PoW,17,235.65,124.86,1327427.98,0.2424,184,25.15,0.4644,
1167,2025-10-23T11:03:18.854419,PoS,13,178.78,163.62,80799.09,0.3673,184,25.15,0.4667,attack_detected
1168,2025-10-23T11:03:18.854419,Raft,28,135.34,1048.93,285999.01,0.2899,184,25.15,0.6097,
1169,2025-10-23T11:03:18.854419,PBFT,5,198.86,60.74,38445.19,0.3194,184,25.15,0.8148,
1170,2025-10-23T11:03:18.854419,HotStuff,8,88.92,1.0,349.3,0.2445,184,25.15,0.7681,
1171,2025-10-23T11:04:18.854419,PoW,17,327.47,1.0,17266.83,0.161,194,9.8,0.4405,
1172,2025-10-23T11:04:18.854419,PoS,12,103.36,1.0,311.66,0.1898,194,9.8,0.431,
1173,2025-10-23T11:04:18.854419,Raft,28,126.76,1.0,394.01,0.1921,194,9.8,0.5836,
1174,2025-10-23T11:04:18.854419,PBFT,4,126.85,1.0,756.83,0.2305,194,9.8,0.7774,
1175,2025-10-23T11:04:18.854419,HotStuff,8,83.72,562.78,250513.33,0.1672,194,9.8,0.7527,
1176,2025-10-23T11:05:18.854419,PoW,17,464.16,54.66,746487.63,0.1846,180,18.42,0.4556,
1177,2025-10-23T11:05:18.854419,PoS,13,177.9,1.0,404.72,0.2645,180,18.42,0.4486,
1178,2025-10-23T11:05:18.854419,Raft,28,111.72,3414.3,1417444.84,0.2446,180,18.42,0.5938,
1179,2025-10-23T11:05:18.854419,PBFT,3,118.22,564.2,382687.31,0.265,180,18.42,0.7747,
1180,2025-10-23T11:05:18.854419,HotStuff,8,97.03,1466.25,823841.72,0.2296,180,18.42,0.7942,
